,X,Y,logger,Long_name,fitnah_ss_50,fitnah_ss_250,fitnah_sv_50,fitnah_sv_250,fitnah_temp_50,fitnah_temp_250,dem_50,dem_250,20_50,20_250,14_50,14_250,9_50,9_250,22_50,22_250,24_50,24_250,25_50,25_250,lon,lat
20,2586623.50163489,1219907.00302359,208,Möösli,0.12619522,0.06880485,0.1251439,0.19805461,0.57425463,0.50219816,0.01414874046425322,0.02023131128617214,0.2644628099173554,0.36554307116104867,0.0,0.0,0.4380165289256198,0.5192458758837392,0.24793388429752067,0.3000669792364367,0.011363636363636364,0.20680628272251309,0.04132231404958678,0.09880815071126489,7.262326212167894,47.13000983323275
21,2585787.80489602,1220719.45907625,220,Altersheim-Neumarkt,0.39798,0.54456687,,0.7494351,0.71189696,0.7677265,0.008867346657917864,0.006611544704719478,0.48760330578512395,0.7318352059925094,0.0,0.021530180699730873,0.256198347107438,0.15200314218381775,0.23140495867768596,0.6510381781647689,0.0,0.3507853403141361,0.024793388429752067,0.0265282583621684,7.2512860040606695,47.13730019991995
22,2585424.00489271,1220879.50907778,219,New City,0.8786572,0.62291574,0.88261324,0.79474026,0.935999,0.8299115,0.008493036401507208,0.006085666591643526,0.71900826446281,0.949063670411985,0.0,0.014225297962322183,0.0,0.0589159465828751,0.256198347107438,0.6275954454119224,0.03409090909090909,0.34293193717277487,0.0,0.03037293348712034,7.246485268059931,47.13873185875089
23,2585060.75434641,1220902.38306997,238,Museum,0.29203627,0.27588898,0.40985638,0.5513179,0.6886133,0.64437467,0.0077695552893706716,0.021533087670732094,0.1487603305785124,0.5528089887640449,0.049586776859504134,0.008073817762399077,0.21487603305785125,0.2474469756480754,0.2644628099173554,0.4534494306764903,0.1590909090909091,0.387434554973822,0.2066115702479339,0.13302575932333718,7.241696082617558,47.13892945858104
24,2586114.41959549,1221490.07372696,232,Champagne-Blumen,0.3077206,0.3380703,0.5989991,0.57279366,0.71383506,0.67407864,0.011962597426274969,0.010073102769436824,0.36363636363636365,0.600749063670412,0.0,0.005382545174932718,0.24793388429752067,0.24941084053417126,0.2975206611570248,0.5458807769591426,0.011363636363636364,0.3612565445026178,0.08264462809917356,0.07574009996155324,7.255567533607622,47.14423869874925
25,2585360.40543482,1221244.56008834,215,Old City,0.6290396,0.32015228,0.69603616,0.64687353,0.8365969,0.6738298,0.02107540749834642,0.02995627154612789,0.512396694214876,0.7528089887640449,0.0,0.0030757400999615533,0.04132231404958678,0.21641791044776118,0.4214876033057851,0.47622237106496984,0.022727272727272728,0.22774869109947643,0.008264462809917356,0.07574009996155324,7.245634985865393,47.14201400637538
26,2585256.50543244,1221802.96009127,222,Spital,0.3292649,0.14349864,0.3853906,0.2744698,0.6105561,0.49535948,0.15591146302476017,0.1660709029722225,0.2396694214876033,0.3310861423220974,0.0,0.0007689350249903883,0.2396694214876033,0.4387274155538099,0.3884297520661157,0.18084393837910248,0.056818181818181816,0.17277486910994763,0.09090909090909091,0.2664359861591695,7.244246935126219,47.147034375760036
27,2585946.81088076,1221134.77017259,204,Stadtpark,0.1560164,0.3818263,0.47640494,0.67193884,0.629565,0.710989,0.01052092255317553,0.008327781031268607,0.14049586776859505,0.5722846441947566,0.0,0.03498654363706267,0.4793388429752066,0.20109976433621368,0.19834710743801653,0.5565974547890155,0.07954545454545454,0.24345549738219896,0.12396694214876033,0.08304498269896193,7.253368987131442,47.14103925664875
28,2583485.01084233,1219996.27017444,230,Vingelz,0.34768972,0.12564284,0.3600919,0.37270123,0.75286174,0.74777997,0.0065687656838578695,0.02646733214426246,0.049586776859504134,0.14157303370786517,0.2892561983471074,0.44405997693194926,0.30578512396694213,0.21681068342498036,0.24793388429752067,0.16744809109176156,0.07954545454545454,0.049738219895287955,0.03305785123966942,0.11495578623606305,7.220957635875876,47.13074150165554
29,2585014.11086987,1219998.17016653,201,Robert-Walser-Platz,0.8635126,0.6395674,,0.69959086,0.9277522,0.80224794,0.007305585294901248,0.004784767944287399,0.45454545454545453,0.7737827715355805,0.0,0.02229911572472126,0.0,0.08130400628436764,0.5041322314049587,0.5552578700602813,0.045454545454545456,0.15968586387434555,0.008264462809917356,0.02229911572472126,7.241111393028388,47.13079517749481
30,2585629.80489579,1220272.85907468,233,Madretsch-Zukunft,0.34045926,0.45132944,0.6349864,0.6775867,0.7025346,0.727853,0.007962618454625642,0.006512843667181484,0.4380165289256198,0.7528089887640449,0.0,0.004998077662437524,0.2396694214876033,0.1779261586802828,0.2644628099173554,0.6008037508372405,0.011363636363636364,0.16230366492146597,0.049586776859504134,0.041906958861976165,7.249217573272106,47.13327968634356
31,2585169.01087119,1220281.52016844,218,Bahnhof,0.8066742,0.69035596,0.8359946,0.7409197,0.91430074,0.82865363,0.008275750341143326,0.006078299830581074,0.2892561983471074,0.6449438202247191,0.0,0.010380622837370242,0.0,0.04673998428908091,0.5950413223140496,0.5773610180843939,0.11363636363636363,0.23821989528795812,0.0,0.04229142637447136,7.243143648481159,47.13334736683636
32,2584213.40868293,1220342.51613918,212,Seepark,0.2637159,0.2800956,0.6024264,0.4479133,0.7540136,0.71918595,0.00396482616337407,0.026082391312755297,0.06611570247933884,0.05093632958801498,0.35537190082644626,0.39215686274509803,0.30578512396694213,0.14257659073055773,0.15702479338842976,0.1667782987273945,0.0,0.2486910994764398,0.11570247933884298,0.21184159938485198,7.230545882730043,47.133873786834684
33,2585597.90543899,1220459.86008397,210,Congresshaus,0.5451355,0.56860715,0.7669397,0.7773269,0.7982966,0.7792953,0.008682992891966073,0.005935002923081931,0.4049586776859504,0.8696629213483146,0.0,0.0057670126874279125,0.1652892561983471,0.12450903377847604,0.4132231404958678,0.62357669122572,0.022727272727272728,0.2905759162303665,0.0,0.025374855824682813,7.248791114258848,47.134961027557246
34,2586127.00435491,1220505.75806624,209,Madrestch-Piano,0.34167784,0.36829755,0.51674247,0.54161644,0.7031749,0.66925585,0.009693306902675619,0.0097590850497349,0.3140495867768595,0.5745318352059925,0.0,0.002306805074971165,0.24793388429752067,0.2380204241948154,0.256198347107438,0.5184192900200938,0.11363636363636363,0.20680628272251309,0.09917355371900827,0.0918877354863514,7.25576387028088,47.135385241082226
35,2584827.50162955,1220544.0030259,229,Viaductstrasse,0.27843583,0.27303216,0.5692953,0.49696785,0.68601274,0.6505189,0.007054060173233961,0.007708744570604131,0.33884297520661155,0.3887640449438202,0.0,0.01768550557477893,0.2809917355371901,0.23527101335428122,0.32231404958677684,0.3884795713328868,0.011363636363636364,0.6256544502617801,0.049586776859504134,0.18685121107266436,7.238633407181197,47.135700564647706
36,2585459.51087453,1220646.07017044,203,Zentralplatz,0.86083287,0.6738217,0.8578393,0.80061173,0.9249261,0.83616245,0.008681786408439819,0.005621955361318437,0.36363636363636365,0.9790262172284644,0.0,0.020376778162245292,0.0,0.059308719560094265,0.6198347107438017,0.6296048225050235,0.022727272727272728,0.2670157068062827,0.0,0.01845444059976932,7.2469608738162705,47.136632907460786
37,2584343.00380114,1219491.20705779,231,Nidau-Lac,0.12952901,0.28313467,0.50646025,0.32822904,0.692556,0.7675923,0.0038672159666243364,0.0013669172643469543,0.0,0.11910112359550562,0.024793388429752067,0.4140715109573241,0.2231404958677686,0.19992144540455617,0.0,0.21232417950435364,0.056818181818181816,0.1649214659685864,0.7107438016528925,0.1830065359477124,7.232283739199284,47.12621951507841
38,2584367.50054306,1219403.5010082,239,Nidau-wald,0.32130235,0.237875,0.5338793,0.31771937,0.7637092,0.70216346,0.004452560962435299,0.0016370608627957592,0.0,0.15056179775280898,0.0,0.33217993079584773,0.05785123966942149,0.2234878240377062,0.03305785123966942,0.21366376423308775,0.09090909090909091,0.2094240837696335,0.8429752066115702,0.21837754709727028,7.232609634845101,47.12543119683497
39,2584647.01086331,1219988.27016833,202,Hafen,0.420792,0.46874005,0.931453,0.601721,0.7705914,0.73880774,0.004025555854457347,0.0021245835301687372,0.06611570247933884,0.29363295880149815,0.32231404958677684,0.23337178008458284,0.17355371900826447,0.2258444619010212,0.30578512396694213,0.5184192900200938,0.0,0.17539267015706805,0.1322314049586777,0.05690119184928873,7.236273281519853,47.130697668001005
