7,9,14,15,16,20,22,24,25,27,buffer,logger
0,4,0,0,0,0,0,0,0,0,5,206
0,2,0,0,0,1,1,0,0,0,5,228
0,3,0,0,0,0,1,0,0,0,5,217
0,3,0,0,0,0,1,0,0,0,5,205
0,2,0,0,0,0,1,0,1,0,5,221
0,0,0,0,0,1,0,1,2,0,5,227
0,1,0,0,0,1,2,0,0,0,5,216
0,1,0,0,0,0,2,0,0,0,5,211
0,1,0,0,0,2,1,0,0,0,5,226
0,2,0,0,0,0,1,0,1,0,5,213
0,1,0,0,0,0,2,0,1,0,5,235
0,0,0,0,0,0,4,0,0,0,5,225
0,0,0,0,0,0,0,0,0,0,5,207
0,2,0,0,0,0,2,0,0,0,5,237
0,0,1,0,0,0,2,0,0,0,5,236
0,2,0,0,0,0,1,0,0,0,5,224
1,0,0,0,0,0,3,0,0,0,5,234
0,1,0,0,0,1,2,0,0,0,5,223
0,0,0,0,0,0,0,0,3,0,5,240
0,0,0,0,0,0,0,0,4,0,5,214
0,2,0,0,0,0,2,0,0,0,5,208
0,0,0,0,0,0,3,0,0,0,5,220
0,0,0,0,0,1,3,0,0,0,5,219
0,0,0,0,0,0,0,2,2,0,5,238
0,1,0,0,0,0,2,0,1,0,5,232
0,0,0,0,0,1,3,0,0,0,5,215
0,1,0,0,0,0,3,0,0,0,5,222
0,2,0,0,0,0,1,0,1,0,5,204
0,1,0,0,0,0,3,0,0,0,5,230
0,0,0,0,0,0,4,0,0,0,5,201
0,2,0,0,0,1,0,0,0,0,5,233
0,0,0,0,0,0,3,0,0,0,5,218
0,0,0,0,0,0,2,0,2,0,5,212
0,0,0,0,0,1,2,0,0,0,5,210
0,1,0,0,0,1,1,0,1,0,5,209
0,2,0,0,0,0,2,0,0,0,5,229
0,0,0,0,0,0,4,0,0,0,5,203
0,0,0,0,0,0,0,0,4,0,5,231
0,0,0,0,0,0,0,1,3,0,5,239
0,0,0,0,0,0,4,0,0,0,5,202
0,8,0,0,0,0,0,0,0,0,10,206
0,4,0,0,0,2,2,0,0,0,10,228
0,4,0,0,0,2,2,0,0,0,10,217
0,5,0,0,0,0,2,0,1,0,10,205
0,5,0,0,0,0,1,0,2,0,10,221
0,1,0,0,0,1,0,1,5,0,10,227
0,2,0,0,0,3,3,0,0,0,10,216
0,3,0,0,0,1,4,0,1,0,10,211
0,2,0,0,0,2,3,1,0,0,10,226
0,4,0,0,0,1,1,0,2,0,10,213
0,3,0,0,0,0,3,0,1,0,10,235
0,0,0,0,0,0,9,0,0,0,10,225
0,0,0,0,0,0,0,0,0,0,10,207
0,6,0,0,0,0,2,0,0,0,10,237
0,0,4,0,0,1,4,0,0,0,10,236
0,3,0,0,0,0,5,0,1,0,10,224
1,0,0,0,0,0,6,0,1,0,10,234
0,3,0,0,0,1,4,0,0,0,10,223
0,0,0,0,0,0,0,0,9,0,10,240
0,0,0,0,0,0,0,0,9,0,10,214
0,6,0,0,0,0,2,0,0,0,10,208
0,0,0,0,0,5,4,0,0,0,10,220
0,0,0,0,0,3,4,0,0,0,10,219
0,0,1,0,0,0,0,3,5,0,10,238
0,2,0,0,0,0,4,0,1,0,10,232
0,0,0,0,0,4,3,0,0,0,10,215
0,2,0,0,0,0,6,0,0,0,10,222
0,5,0,0,0,0,1,0,2,0,10,204
0,1,0,0,0,0,5,1,0,0,10,230
0,0,0,0,0,2,6,0,0,0,10,201
0,3,0,0,0,5,1,0,0,0,10,233
0,0,0,0,0,0,9,0,0,0,10,218
0,0,1,0,0,0,5,0,2,0,10,212
0,0,0,0,0,4,5,0,0,0,10,210
0,1,0,0,0,3,3,0,1,0,10,209
0,3,0,0,0,2,3,0,0,0,10,229
0,0,0,0,0,1,6,0,0,0,10,203
0,2,0,0,0,0,0,1,5,0,10,231
0,0,0,0,0,0,0,1,7,0,10,239
0,0,0,0,0,0,8,0,0,0,10,202
0,23,0,0,0,0,0,0,0,0,20,206
0,14,0,0,0,4,3,0,1,0,20,228
0,8,0,0,0,12,3,0,0,0,20,217
0,13,1,0,0,0,4,0,4,0,20,205
0,11,0,0,0,5,1,1,2,0,20,221
0,5,0,0,0,5,0,3,7,0,20,227
0,5,0,0,0,9,7,0,2,0,20,216
0,13,0,0,0,2,6,0,1,0,20,211
0,4,0,0,0,4,11,1,2,0,20,226
0,6,2,0,0,3,1,1,7,0,20,213
0,8,0,0,0,1,3,2,5,0,20,235
0,2,0,0,0,0,20,0,0,0,20,225
0,0,0,0,0,0,0,0,0,0,20,207
0,11,0,0,0,2,7,0,0,0,20,237
0,0,5,0,0,4,12,0,0,0,20,236
0,7,1,0,0,4,7,1,2,0,20,224
3,1,0,0,0,1,15,1,1,0,20,234
0,5,0,0,0,8,5,1,1,0,20,223
0,0,0,0,0,0,0,0,21,0,20,240
0,0,0,0,0,0,0,0,22,0,20,214
0,10,0,0,0,4,7,0,0,0,20,208
0,1,0,0,0,14,7,0,0,0,20,220
0,0,0,0,0,12,10,1,0,0,20,219
0,1,3,0,0,1,5,4,8,0,20,238
0,5,0,0,0,3,11,0,2,0,20,232
0,0,0,0,0,12,9,0,0,0,20,215
0,4,0,0,0,0,16,0,1,0,20,222
0,9,0,0,0,0,5,0,6,0,20,204
0,4,4,0,0,1,8,2,1,0,20,230
0,0,0,0,0,7,14,0,0,0,20,201
0,9,0,0,0,12,2,0,0,0,20,233
0,0,0,0,0,0,22,0,0,0,20,218
0,3,6,0,0,0,10,0,3,0,20,212
0,2,0,0,0,6,15,0,0,0,20,210
0,6,0,0,0,8,5,0,1,0,20,209
0,7,0,0,0,6,8,0,0,0,20,229
0,0,0,0,0,4,19,0,0,0,20,203
0,5,0,0,0,0,0,2,15,0,20,231
0,0,0,0,0,0,0,1,21,0,20,239
0,2,2,0,0,0,15,0,3,0,20,202
0,41,0,0,0,0,0,0,0,0,30,206
0,27,0,0,0,7,6,0,2,0,30,228
0,18,0,0,0,16,5,1,1,0,30,217
0,26,4,0,0,0,5,1,5,0,30,205
0,23,0,0,0,10,2,1,5,0,30,221
0,10,0,0,0,9,2,5,15,0,30,227
0,12,0,0,0,13,13,1,2,0,30,216
0,25,0,0,0,7,9,0,1,0,30,211
0,7,0,0,0,12,15,3,5,0,30,226
0,12,9,0,0,3,3,3,11,0,30,213
2,20,0,0,0,6,4,4,6,0,30,235
0,2,0,0,0,6,34,0,0,0,30,225
0,0,0,0,0,0,0,0,0,0,30,207
0,19,0,0,0,7,14,0,0,0,30,237
0,0,7,0,0,12,23,1,0,0,30,236
0,12,6,0,0,8,12,2,3,0,30,224
5,3,0,0,0,5,27,1,1,0,30,234
0,8,0,0,0,17,10,2,3,0,30,223
0,0,0,0,0,0,0,0,43,0,30,240
0,0,0,0,0,0,0,0,42,0,30,214
0,16,0,0,0,12,13,0,0,0,30,208
0,7,0,0,0,23,12,0,0,0,30,220
0,0,0,0,0,25,14,2,0,0,30,219
0,3,4,0,0,6,10,7,12,0,30,238
0,9,0,0,0,13,15,0,4,0,30,232
0,1,0,0,0,22,16,1,0,0,30,215
0,8,0,0,0,3,27,2,1,0,30,222
0,21,0,0,0,3,9,0,8,0,30,204
0,12,7,0,0,3,9,5,3,0,30,230
0,0,0,0,0,17,23,1,0,0,30,201
0,16,0,0,0,16,7,1,1,0,30,233
0,0,0,0,0,3,39,0,0,0,30,218
0,13,12,0,0,0,14,0,3,0,30,212
0,6,0,0,0,10,25,0,0,0,30,210
0,14,0,0,0,16,8,1,1,0,30,209
0,14,0,0,0,12,15,0,1,0,30,229
0,0,0,0,0,12,29,0,0,0,30,203
0,11,0,0,0,0,0,3,28,0,30,231
0,0,0,0,0,0,0,2,40,0,30,239
0,7,7,0,0,0,23,0,5,0,30,202
0,67,0,0,0,0,0,0,1,0,40,206
0,43,0,0,0,15,8,0,2,0,40,228
